frame,video_id,video_url,video_type,duration,total_frames,fps,frame_time,knee_angle,stride_length,hip_stability,lean_angle,stride_cadence,arm_swing_angle,acceleration,velocity,velocity_change,acceleration_change,stride_consistency,cadence_stability,knee_stability
frame_70.jpg,1,https://www.youtube.com/watch?v=y0wIRVQDbJc,intermediate,11.644966666666667,349,29.97002997002997,0.03336666666666667,165.0719422117609,0.080645277028559,0.02522139052001248,171.90453939553342,57.33397037744863,81.15422472888397,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frame_200.jpg,1,https://www.youtube.com/watch?v=y0wIRVQDbJc,intermediate,11.644966666666667,349,29.97002997002997,0.03336666666666667,139.16236545992126,0.10164785523582245,0.03055415358825209,142.69924053078077,57.33397037744863,86.00252693152382,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frame_210.jpg,1,https://www.youtube.com/watch?v=y0wIRVQDbJc,intermediate,11.644966666666667,349,29.97002997002997,0.03336666666666667,136.42681012390346,0.09658577930119168,0.022847439137802152,131.01544974167373,57.33397037744863,105.34478429295632,-167.1837650119214,0.0,0.0,-167.1837650119214,0.0,0.0,0.0
frame_60.jpg,1,https://www.youtube.com/watch?v=y0wIRVQDbJc,intermediate,11.644966666666667,349,29.97002997002997,0.03336666666666667,155.76458399326287,0.038211011852620394,0.03330267649340485,168.29394102881986,57.33397037744863,98.12391626257043,167.96871164551524,0.0,0.0,335.15247665743664,0.0,0.0,0.0
frame_300.jpg,1,https://www.youtube.com/watch?v=y0wIRVQDbJc,intermediate,11.644966666666667,349,29.97002997002997,0.03336666666666667,137.18529191335912,0.10080194186496236,0.053561250432217065,129.65232659224537,57.33397037744863,58.31483240517909,-44.70693428859858,0.0,0.0,-212.67564593411382,0.08357837305663118,0.0,168.1441285867307
frame_260.jpg,1,https://www.youtube.com/watch?v=y0wIRVQDbJc,intermediate,11.644966666666667,349,29.97002997002997,0.03336666666666667,166.42652470091778,0.11550725901538128,0.04044788116885914,146.72575792732,57.33397037744863,92.14077471638409,-14.170368225483038,0.0,0.0,30.536566063115544,0.09055076945399562,0.0,180.93922792410186
frame_270.jpg,1,https://www.youtube.com/watch?v=y0wIRVQDbJc,intermediate,11.644966666666667,349,29.97002997002997,0.03336666666666667,178.69826172805165,0.09975814986725419,0.042866450864526444,162.67825621567826,57.33397037744863,106.35001226846686,-60.048362229940906,0.0,0.0,-45.87799400445787,0.09017282838028198,0.0,338.75879119967715
frame_310.jpg,1,https://www.youtube.com/watch?v=y0wIRVQDbJc,intermediate,11.644966666666667,349,29.97002997002997,0.03336666666666667,163.17249231179696,0.13032053857395423,0.0367115470033874,173.2749725216528,57.33397037744863,69.5988459100682,137.4010311074678,0.0,0.0,197.4493933374087,0.09691978023483448,0.0,234.7821234341244
frame_110.jpg,1,https://www.youtube.com/watch?v=y0wIRVQDbJc,intermediate,11.644966666666667,349,29.97002997002997,0.03336666666666667,130.67446264970724,0.041810842319794435,0.02051182338778159,148.52692979939397,57.33397037744863,137.14495960588434,107.40865035536285,0.0,0.0,-29.992380752104935,0.0976397463282693,0.0,416.9476381594453
frame_280.jpg,1,https://www.youtube.com/watch?v=y0wIRVQDbJc,intermediate,11.644966666666667,349,29.97002997002997,0.03336666666666667,162.52595687591278,0.06096167664248689,0.0390049460424144,168.307000468126,57.33397037744863,96.38834198583287,40.92241813689247,0.0,0.0,-66.48623221847038,0.08967169328377421,0.0,316.72722446339895
frame_120.jpg,1,https://www.youtube.com/watch?v=y0wIRVQDbJc,intermediate,11.644966666666667,349,29.97002997002997,0.03336666666666667,125.78438036874853,0.07127162397508259,0.02978674689659883,112.2657592204476,57.33397037744863,172.44580989663086,32.70546723154797,0.0,0.0,-8.216950905344497,0.08082456627571447,0.0,522.5770983331507
frame_240.jpg,1,https://www.youtube.com/watch?v=y0wIRVQDbJc,intermediate,11.644966666666667,349,29.97002997002997,0.03336666666666667,158.81292525984693,0.07863522534950476,0.029409760669374407,146.9196008777531,57.33397037744863,117.66518953397194,-130.5873270316762,0.0,0.0,-163.29279426322418,0.07659998137216457,0.0,337.91175861950404
frame_320.jpg,1,https://www.youtube.com/watch?v=y0wIRVQDbJc,intermediate,11.644966666666667,349,29.97002997002997,0.03336666666666667,179.04388743670447,0.03334102718486461,0.049442883406432284,178.75021583137615,57.33397037744863,48.90953282454721,-164.6058295173103,0.0,0.0,-34.01850248563409,0.05720407909434666,0.0,507.15643504074984
frame_250.jpg,1,https://www.youtube.com/watch?v=y0wIRVQDbJc,intermediate,11.644966666666667,349,29.97002997002997,0.03336666666666667,146.25104816358464,0.1540734571728083,0.04092081035046915,135.88132605876908,57.33397037744863,90.32748196696919,30.0840685296798,0.0,0.0,194.6898980469901,0.07965660206494943,0.0,394.51259936821475
frame_130.jpg,1,https://www.youtube.com/watch?v=y0wIRVQDbJc,intermediate,11.644966666666667,349,29.97002997002997,0.03336666666666667,161.46878073756247,0.04602644480645976,0.035876287354960554,172.5527069471857,57.33397037744863,70.16883888770471,43.649709535104755,0.0,0.0,13.565641005424954,0.076669555697744,0.0,390.4850506962244
frame_290.jpg,1,https://www.youtube.com/watch?v=y0wIRVQDbJc,intermediate,11.644966666666667,349,29.97002997002997,0.03336666666666667,159.32525460654412,0.07599895103367182,0.04945286648537724,168.40266407531783,57.33397037744863,79.83950140465828,49.60450000489988,0.0,0.0,5.954790469795128,0.07761502110946186,0.0,137.72983816555882
frame_220.jpg,1,https://www.youtube.com/watch?v=y0wIRVQDbJc,intermediate,11.644966666666667,349,29.97002997002997,0.03336666666666667,128.19941554540472,0.08183444719944649,0.013222573704572877,124.2525452993768,57.33397037744863,137.1686597130911,-86.53802540352606,0.0,0.0,-136.14252540842594,0.0782548654794502,0.0,358.3439203243083
frame_180.jpg,1,https://www.youtube.com/watch?v=y0wIRVQDbJc,intermediate,11.644966666666667,349,29.97002997002997,0.03336666666666667,131.3347678629119,0.035173120706096205,0.022960405376641506,162.40725338556334,57.33397037744863,63.44050168015964,-25.336604112030667,0.0,0.0,61.20142129149539,0.07862128418369652,0.0,236.62454265248198
frame_140.jpg,1,https://www.youtube.com/watch?v=y0wIRVQDbJc,intermediate,11.644966666666667,349,29.97002997002997,0.03336666666666667,152.88214226021864,0.05821610748842689,0.03561414256490045,150.84408925747553,57.33397037744863,64.00757794046707,44.05086369139968,0.0,0.0,69.38746780343034,0.059449814246820235,0.0,248.5195067298652
frame_150.jpg,1,https://www.youtube.com/watch?v=y0wIRVQDbJc,intermediate,11.644966666666667,349,29.97002997002997,0.03336666666666667,66.21120897784375,0.07084150748357781,0.03459534899717066,89.99014403905227,57.33397037744863,120.78779846132588,-142.98205039096405,0.0,0.0,-187.03291408236373,0.06441282678224383,0.0,1357.1423761232372
